InvoiceDate,TotalSpend,Description,Quantity
2022-12-10 13:27:00,17.85,RED RETROSPOT APRON ,3
2022-12-10 13:27:00,5.95,ADVENT CALENDAR GINGHAM SACK,1
2022-12-10 13:27:00,8.25,RIBBON REEL STRIPES DESIGN ,5
2022-12-10 13:27:00,2.55,MULTICOLOUR 3D BALLS GARLAND,1
2022-12-10 13:27:00,1.25,3D VINTAGE CHRISTMAS STICKERS ,1
2022-12-10 13:27:00,5.9,PAPER CHAIN KIT 50'S CHRISTMAS ,2
2022-12-10 13:27:00,8.25,RIBBON REEL SNOWY VILLAGE,5
2022-12-10 13:27:00,8.5,RED KITCHEN SCALES,1
2022-12-10 13:27:00,8.5,IVORY KITCHEN SCALES,1
2022-12-10 13:27:00,7.95,DOORMAT ENGLISH ROSE ,1
2022-12-10 13:27:00,7.95,DOORMAT RED RETROSPOT,1
2022-12-10 13:27:00,4.2,POPPY'S PLAYHOUSE KITCHEN,2
2022-12-10 13:27:00,1.7,PAINTED PINK RABBIT ,2
2022-12-10 13:27:00,2.5,SALLE DE BAIN HOOK,2
2022-12-10 13:27:00,1.25,12 IVORY ROSE PEG PLACE SETTINGS,1
2022-12-10 13:27:00,5.9,PAPER CHAIN KIT VINTAGE CHRISTMAS,2
2022-12-10 13:27:00,3.75,FAIRY CAKE BIRTHDAY CANDLE SET,1
2022-12-10 13:27:00,0.55,72 SWEETHEART FAIRY CAKE CASES,1
2022-12-10 13:27:00,1.1,60 CAKE CASES DOLLY GIRL DESIGN,2
2022-12-10 13:27:00,0.55,PACK OF 60 DINOSAUR CAKE CASES,1
2022-12-10 13:27:00,5.95,RED RETROSPOT UMBRELLA,1
2022-12-10 13:27:00,1.7,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2
2022-12-10 13:27:00,17.0,SET 7 BABUSHKA NESTING BOXES,2
2022-12-10 13:27:00,12.75,REGENCY CAKESTAND 3 TIER,1
2022-12-10 13:27:00,5.45,SET OF 3 COLOURED  FLYING DUCKS,1
2022-12-10 13:27:00,1.95,WICKER WREATH LARGE,1
2022-12-10 13:27:00,4.25,FRYING PAN BLUE POLKADOT,1
2022-12-10 13:27:00,3.75,MILK PAN PINK POLKADOT,1
2022-12-10 13:27:00,7.95,PINK POLKADOT GARDEN PARASOL,1
2022-12-10 13:27:00,2.95,RED RETROSPOT OVEN GLOVE DOUBLE,1
2022-12-10 13:27:00,1.25,RED RETROSPOT OVEN GLOVE ,1
2022-12-10 13:27:00,1.65,GARDEN METAL SIGN ,1
2022-12-10 13:27:00,5.9,PAPER CHAIN KIT VINTAGE CHRISTMAS,2
2022-12-10 13:27:00,6.959999999999999,PACK OF 12 SUKI TISSUES ,24
2022-12-10 13:29:00,30.6,ZINC WILLIE WINKIE  CANDLE STICK,36
2022-12-10 13:29:00,17.700000000000003,GLASS JAR PEACOCK BATH SALTS,6
2022-12-10 13:29:00,17.700000000000003,RECIPE BOX RETROSPOT ,6
2022-12-10 13:29:00,20.4,TEA BAG PLATE RED RETROSPOT,24
2022-12-10 13:29:00,13.2,PACK OF 72 RETROSPOT CAKE CASES,24
2022-12-10 13:29:00,13.2,PACK OF 72 SKULL CAKE CASES,24
2022-12-10 13:29:00,29.7,IVORY KNITTED MUG COSY ,18
2022-12-10 13:29:00,31.8,RED RETROSPOT TRADITIONAL TEAPOT ,4
2022-12-10 13:29:00,29.700000000000003,RETROSPOT LARGE MILK JUG,6
2022-12-10 13:29:00,35.7,WOODEN UNION JACK BUNTING,6
2022-12-10 13:29:00,10.08,POLKADOT RAIN HAT ,24
2022-12-10 13:29:00,20.4,RAIN PONCHO RETROSPOT,24
2022-12-10 13:29:00,6.959999999999999,PACK OF 12 SKULL TISSUES,24
2022-12-10 13:29:00,30.0,WHITE SKULL HOT WATER BOTTLE ,8
2022-12-10 13:29:00,39.6,PLASTERS IN TIN SKULLS,24
2022-12-10 13:29:00,16.5,LUNCH BAG  BLACK SKULL.,10
2022-12-10 13:32:00,7.95,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1
2022-12-10 13:32:00,5.699999999999999,REX CASH+CARRY JUMBO SHOPPER,6
2022-12-10 13:32:00,100.8,HAND WARMER BABUSHKA DESIGN,48
2022-12-10 13:44:00,15.6,CHILDRENS APRON SPACEBOY DESIGN,8
2022-12-10 13:44:00,10.2,SMALL POPCORN HOLDER,12
2022-12-10 13:48:00,16.5,LUNCH BAG CARS BLUE,10
2022-12-10 13:48:00,16.5,LUNCH BAG SUKI  DESIGN ,10
2022-12-10 13:48:00,19.5,JUMBO STORAGE BAG SUKI,10
2022-12-10 13:48:00,19.8,SET OF 3 NOTEBOOKS IN PARCEL,12
2022-12-10 13:48:00,19.5,JUMBO SHOPPER VINTAGE RED PAISLEY,10
2022-12-10 13:48:00,19.5,JUMBO BAG SCANDINAVIAN PAISLEY,10
2022-12-10 13:48:00,19.5,JUMBO BAG PINK VINTAGE PAISLEY,10
2022-12-10 13:48:00,42.0,COSMETIC BAG VINTAGE ROSE PAISLEY,20
2022-12-10 13:48:00,12.5,LAVENDER SCENTED FABRIC HEART,10
2022-12-10 13:48:00,16.5,LUNCH BAG RED RETROSPOT,10
2022-12-10 13:48:00,19.5,JUMBO BAG RED RETROSPOT,10
2022-12-10 13:48:00,17.700000000000003,RECIPE BOX BLUE SKETCHBOOK DESIGN,6
2022-12-10 13:48:00,16.95,BREAD BIN DINER STYLE IVORY,1
2022-12-10 13:48:00,56.0,POSTAGE,2
2022-12-10 13:48:00,16.5,6 RIBBONS RUSTIC CHARM,10
2022-12-10 13:48:00,5.1,CHRISTMAS RETROSPOT TREE WOOD,6
2022-12-10 13:48:00,5.1,CHRISTMAS RETROSPOT STAR WOOD,6
2022-12-10 13:48:00,1.45,TRADITIONAL KNITTING NANCY,1
2022-12-10 13:48:00,2.55,SWALLOW WOODEN CHRISTMAS DECORATION,3
2022-12-10 13:48:00,5.1,STAR WOODEN CHRISTMAS DECORATION,6
2022-12-10 13:48:00,5.1,CHRISTMAS RETROSPOT ANGEL WOOD,6
2022-12-10 13:48:00,5.1,HEART WOODEN CHRISTMAS DECORATION,6
2022-12-10 13:48:00,8.25,RIBBON REEL POLKADOTS ,5
2022-12-10 13:48:00,2.55,ROTATING SILVER ANGELS T-LIGHT HLDR,1
2022-12-10 13:48:00,8.25,RIBBON REEL SNOWY VILLAGE,5
2022-12-10 13:48:00,8.25,RIBBON REEL SNOWY VILLAGE,5
2022-12-10 13:48:00,8.25,RIBBON REEL CHRISTMAS SOCK BAUBLE,5
2022-12-10 13:48:00,4.25,FELTCRAFT CHRISTMAS FAIRY,1
2022-12-10 13:48:00,7.5,ANTIQUE SILVER TEA GLASS ENGRAVED,6
2022-12-10 13:48:00,15.0,T-LIGHT GLASS FLUTED ANTIQUE,12
2022-12-10 13:48:00,2.9,SET OF 72 RETROSPOT PAPER  DOILIES,2
2022-12-10 13:48:00,8.850000000000001,PAPER CHAIN KIT RETROSPOT,3
2022-12-10 13:48:00,5.9,PAPER CHAIN KIT VINTAGE CHRISTMAS,2
2022-12-10 13:48:00,2.95,RECIPE BOX RETROSPOT ,1
2022-12-10 13:48:00,15.0,FELTCRAFT CUSHION OWL,4
2022-12-10 13:48:00,11.8,PAPER CHAIN KIT 50'S CHRISTMAS ,4
2022-12-10 13:48:00,0.55,60 CAKE CASES VINTAGE CHRISTMAS,1
2022-12-10 13:48:00,1.95,12 PENCILS SMALL TUBE SKULL,3
2022-12-10 13:48:00,4.949999999999999,WHITE HONEYCOMB PAPER GARLAND ,3
2022-12-10 13:48:00,8.25,RIBBON REEL CHRISTMAS SOCK BAUBLE,5
2022-12-10 13:48:00,14.75,RED HANGING HEART T-LIGHT HOLDER,5
2022-12-10 13:48:00,2.1,SET/6 PURPLE BUTTERFLY T-LIGHTS,1
2022-12-10 13:48:00,1.95,12 PENCILS SMALL TUBE RED RETROSPOT,3
2022-12-10 13:48:00,2.1,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1
2022-12-10 13:48:00,3.75,TRADITIONAL MODELLING CLAY,3
2022-12-10 13:48:00,2.75,60 CAKE CASES VINTAGE CHRISTMAS,5
2022-12-10 13:48:00,2.1,SET/6 PINK  BUTTERFLY T-LIGHTS,1
2022-12-10 13:48:00,2.55,TEA BAG PLATE RED RETROSPOT,3
2022-12-10 13:48:00,1.25,VANILLA INCENSE 40 CONES IN TIN,1
2022-12-10 13:48:00,17.700000000000003,WHITE HANGING HEART T-LIGHT HOLDER,6
2022-12-10 13:48:00,2.9,TRADITIONAL KNITTING NANCY,2
2022-12-10 13:48:00,8.850000000000001,S/6 WOODEN SKITTLES IN COTTON BAG,3
2022-12-10 13:48:00,2.5,LAVENDER INCENSE IN TIN,2
2022-12-10 13:48:00,2.5,VANILLA INCENSE IN TIN,2
2022-12-10 13:48:00,5.0,ROTATING LEAVES T-LIGHT HOLDER,4
2022-12-10 13:48:00,10.2,ROTATING SILVER ANGELS T-LIGHT HLDR,4
2022-12-10 13:48:00,11.92,CLOTHES PEGS RETROSPOT PACK 24 ,8
2022-12-10 13:48:00,1.45,PACK OF 12 RED RETROSPOT TISSUES ,5
2022-12-10 13:48:00,1.7,SET 20 NAPKINS FAIRY CAKES DESIGN ,2
2022-12-10 13:48:00,3.4,SET OF 20 VINTAGE CHRISTMAS NAPKINS,4
2022-12-10 13:50:00,30.0,WOODEN BOX OF DOMINOES,24
2022-12-10 13:50:00,0.85,FELTCRAFT HAIRBAND PINK AND BLUE,1
2022-12-10 13:50:00,2.95,PAPER CHAIN KIT 50'S CHRISTMAS ,1
2022-12-10 13:50:00,1.25,ASSORTED TUTTI FRUTTI HEART BOX,1
2022-12-10 13:50:00,1.65,RED TOADSTOOL LED NIGHT LIGHT,1
2022-12-10 13:50:00,0.42,SWIRLY CIRCULAR RUBBERS IN BAG,1
2022-12-10 13:50:00,2.1,ASSORTED TUTTI FRUTTI LARGE PURSE,1
2022-12-10 13:50:00,1.25,SET OF 3 BUTTERFLY COOKIE CUTTERS,1
2022-12-10 13:50:00,1.95,FOOD CONTAINER SET 3 LOVE HEART ,1
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE GREEN,1
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE CHOCOLATE,1
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE IVORY,1
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE PINK,1
2022-12-10 13:50:00,7.5,ALARM CLOCK BAKELIKE GREEN,2
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE RED ,1
2022-12-10 13:50:00,11.25,ALARM CLOCK BAKELIKE GREEN,3
2022-12-10 13:50:00,8.95,DOCTOR'S BAG SOFT TOY,1
2022-12-10 13:50:00,7.5,ALARM CLOCK BAKELIKE RED ,2
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE IVORY,1
2022-12-10 13:50:00,11.25,ALARM CLOCK BAKELIKE PINK,3
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE CHOCOLATE,1
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE GREEN,1
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE CHOCOLATE,1
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE IVORY,1
2022-12-10 13:50:00,7.5,ALARM CLOCK BAKELIKE RED ,2
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE ORANGE,1
2022-12-10 13:50:00,11.25,ALARM CLOCK BAKELIKE CHOCOLATE,3
2022-12-10 13:50:00,3.75,ALARM CLOCK BAKELIKE RED ,1
2022-12-10 13:50:00,15.0,ALARM CLOCK BAKELIKE ORANGE,4
2022-12-10 13:50:00,29.700000000000003,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6
2022-12-10 13:50:00,9.9,5 HOOK HANGER RED MAGIC TOADSTOOL,6
2022-12-10 13:50:00,734.4000000000001,SET 7 BABUSHKA NESTING BOXES,96
2022-12-10 13:50:00,15.0,CIRCUS PARADE CHILDRENS EGG CUP ,12
2022-12-10 13:50:00,15.0,CIRCUS PARADE CHILDRENS EGG CUP ,12
2022-12-10 13:50:00,15.0,SOLDIERS EGG CUP ,12
2022-12-10 13:50:00,29.7,CHILDREN'S CIRCUS PARADE MUG,18
2022-12-10 13:50:00,45.0,SOLDIERS EGG CUP ,36
2022-12-10 13:50:00,15.0,CIRCUS PARADE CHILDRENS EGG CUP ,12
2022-12-10 13:50:00,60.0,TRADITIONAL KNITTING NANCY,48
2022-12-10 13:58:00,1.25,SET OF 3 BUTTERFLY COOKIE CUTTERS,1
2022-12-10 13:58:00,60.0,SOLDIERS EGG CUP ,48
2022-12-10 13:58:00,45.0,CIRCUS PARADE CHILDRENS EGG CUP ,36
2022-12-10 13:58:00,29.7,CHILDREN'S CIRCUS PARADE MUG,18
2022-12-10 13:58:00,29.700000000000003,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6
2022-12-10 13:58:00,11.25,ALARM CLOCK BAKELIKE IVORY,3
2022-12-10 13:58:00,18.75,ALARM CLOCK BAKELIKE ORANGE,5
2022-12-10 13:58:00,15.0,ALARM CLOCK BAKELIKE PINK,4
2022-12-10 13:58:00,22.5,ALARM CLOCK BAKELIKE RED ,6
2022-12-10 13:58:00,26.25,ALARM CLOCK BAKELIKE GREEN,7
2022-12-10 13:58:00,22.5,ALARM CLOCK BAKELIKE CHOCOLATE,6
2022-12-10 13:58:00,60.0,TRADITIONAL KNITTING NANCY,48
2022-12-10 13:58:00,0.85,FELTCRAFT HAIRBAND PINK AND BLUE,1
2022-12-10 13:58:00,9.9,5 HOOK HANGER RED MAGIC TOADSTOOL,6
2022-12-10 13:58:00,1.95,FOOD CONTAINER SET 3 LOVE HEART ,1
2022-12-10 13:58:00,2.95,PAPER CHAIN KIT 50'S CHRISTMAS ,1
2022-12-10 13:58:00,30.0,WOODEN BOX OF DOMINOES,24
2022-12-10 13:58:00,1.65,RED TOADSTOOL LED NIGHT LIGHT,1
2022-12-10 13:58:00,2.1,ASSORTED TUTTI FRUTTI LARGE PURSE,1
2022-12-10 13:58:00,1.25,ASSORTED TUTTI FRUTTI HEART BOX,1
2022-12-10 13:58:00,8.95,DOCTOR'S BAG SOFT TOY,1
2022-12-10 13:58:00,0.42,SWIRLY CIRCULAR RUBBERS IN BAG,1
2022-12-10 14:04:00,39.95,FELTCRAFT HAIRBAND PINK AND BLUE,47
2022-12-10 14:29:00,17.700000000000003,OFFICE MUG WARMER BLACK+SILVER ,6
2022-12-10 14:29:00,15.8,HOT WATER BOTTLE TEA AND SYMPATHY,4
2022-12-10 14:29:00,59.400000000000006,SCOTTIE DOG HOT WATER BOTTLE,12
2022-12-10 14:29:00,25.200000000000003,HOT BATHS METAL SIGN,12
2022-12-10 14:29:00,15.0,EMERGENCY FIRST AID TIN ,12
2022-12-10 14:29:00,19.8,PLASTERS IN TIN VINTAGE PAISLEY ,12
2022-12-10 14:29:00,15.0,FRENCH WC SIGN BLUE METAL,12
2022-12-10 14:29:00,15.3,LADIES & GENTLEMEN METAL SIGN,6
2022-12-10 14:29:00,23.4,COOK WITH WINE METAL SIGN ,12
2022-12-10 14:29:00,25.200000000000003,CHOCOLATE THIS WAY METAL SIGN,12
2022-12-10 14:29:00,20.28,YOU'RE CONFUSING ME METAL SIGN ,12
2022-12-10 14:29:00,25.200000000000003,GIN + TONIC DIET METAL SIGN,12
2022-12-10 14:29:00,15.0,WHITE SKULL HOT WATER BOTTLE ,4
2022-12-10 14:29:00,25.200000000000003,HAND WARMER BIRD DESIGN,12
2022-12-10 14:29:00,50.400000000000006,HAND WARMER BABUSHKA DESIGN,24
2022-12-10 14:29:00,17.700000000000003,OFFICE MUG WARMER POLKADOT,6
2022-12-10 14:45:00,23.6,ANTIQUE GLASS DRESSING TABLE POT,8
2022-12-10 14:45:00,15.0,ANTIQUE TALL SWIRLGLASS TRINKET POT,4
2022-12-10 14:45:00,15.0,ANTIQUE GLASS PEDESTAL BOWL,4
2022-12-10 14:45:00,7.800000000000001,AGED GLASS SILVER T-LIGHT HOLDER,12
2022-12-10 14:45:00,15.0,T-LIGHT GLASS FLUTED ANTIQUE,12
2022-12-10 14:45:00,15.0,ANTIQUE SILVER TEA GLASS ETCHED,12
2022-12-10 14:45:00,15.0,ENCHANTED BIRD PLANT CAGE,4
2022-12-10 14:53:00,17.700000000000003,HOME SWEET HOME METAL SIGN ,6
2022-12-10 14:53:00,20.28,BEWARE OF THE CAT METAL SIGN ,12
2022-12-10 14:53:00,23.4,COOK WITH WINE METAL SIGN ,12
2022-12-10 14:53:00,34.8,PARTY METAL SIGN ,24
2022-12-10 14:53:00,17.4,BATHROOM METAL SIGN ,12
2022-12-10 14:53:00,20.28,YOU'RE CONFUSING ME METAL SIGN ,12
2022-12-10 14:53:00,25.200000000000003,GIN + TONIC DIET METAL SIGN,12
2022-12-10 14:53:00,25.200000000000003,PLEASE ONE PERSON METAL SIGN,12
2022-12-10 14:53:00,25.200000000000003,MAN FLU METAL SIGN,12
2022-12-10 14:53:00,12.6,MORE BUTTER METAL SIGN ,6
2022-12-10 14:53:00,25.200000000000003,I'M ON HOLIDAY METAL SIGN,12
2022-12-10 14:53:00,50.400000000000006,CHOCOLATE THIS WAY METAL SIGN,24
2022-12-10 14:53:00,19.8,GARDEN METAL SIGN ,12
2022-12-10 14:53:00,35.400000000000006,METAL SIGN EMPIRE TEA,12
2022-12-10 14:53:00,17.4,WASHROOM METAL SIGN,12
2022-12-10 14:53:00,12.6,"AIRLINE LOUNGE,METAL SIGN",6
2022-12-10 14:53:00,25.200000000000003,FANNY'S REST STOPMETAL SIGN,12
2022-12-10 14:53:00,25.200000000000003,NO SINGING METAL SIGN,12
2022-12-10 14:53:00,15.3,LADIES & GENTLEMEN METAL SIGN,6
2022-12-10 14:53:00,15.3,PAPERWEIGHT VINTAGE COLLAGE,6
2022-12-10 14:53:00,15.3,PAPERWEIGHT SAVE THE PLANET,6
2022-12-10 14:53:00,15.3,PAPERWEIGHT HOME SWEET HOME,6
2022-12-10 14:53:00,15.3,SET OF 6 VINTAGE NOTELETS KIT,6
2022-12-10 14:53:00,15.3,GUMBALL MAGAZINE RACK,2
2022-12-10 14:53:00,10.08,ASSORTED BOTTLE TOP  MAGNETS ,24
2022-12-10 14:53:00,14.85,BLUE COAT RACK PARIS FASHION,3
2022-12-10 14:53:00,10.2,FRIDGE MAGNETS US DINER ASSORTED,12
2022-12-10 14:53:00,10.2,FRIDGE MAGNETS LES ENFANTS ASSORTED,12
2022-12-10 14:53:00,10.2,FRIDGE MAGNETS LA VIE EN ROSE,12
2022-12-10 14:53:00,15.0,SOLDIERS EGG CUP ,12
2022-12-10 14:53:00,19.8,CHILDRENS DOLLY GIRL MUG,12
2022-12-10 14:53:00,15.0,DOLLY GIRL CHILDRENS EGG CUP,12
2022-12-10 14:53:00,81.36,KNITTED UNION FLAG HOT WATER BOTTLE,24
2022-12-10 14:53:00,15.0,RED WOOLLY HOTTIE WHITE HEART.,4
2022-12-10 14:53:00,14.85,CHOCOLATE HOT WATER BOTTLE,3
2022-12-10 14:53:00,14.85,RETROSPOT HEART HOT WATER BOTTLE,3
2022-12-10 14:54:00,11.25,FELTCRAFT PRINCESS OLIVIA DOLL,3
2022-12-10 14:54:00,15.0,FELTCRAFT PRINCESS CHARLOTTE DOLL,4
2022-12-10 14:54:00,15.0,FELTCRAFT PRINCESS LOLA DOLL,4
2022-12-10 14:54:00,8.850000000000001,PAPER CHAIN KIT VINTAGE CHRISTMAS,3
2022-12-10 14:54:00,17.700000000000003,PAPER CHAIN KIT 50'S CHRISTMAS ,6
2022-12-10 14:54:00,17.0,FELTCRAFT CHRISTMAS FAIRY,4
2022-12-10 14:54:00,5.8,FELTCRAFT BUTTERFLY HEARTS,4
2022-12-10 14:54:00,8.850000000000001,RED GINGHAM TEDDY BEAR ,3
2022-12-10 14:54:00,4.2,POPPY'S PLAYHOUSE LIVINGROOM ,2
2022-12-10 14:54:00,4.2,POPPY'S PLAYHOUSE BATHROOM,2
2022-12-10 14:54:00,4.2,POPPY'S PLAYHOUSE BEDROOM ,2
2022-12-10 14:54:00,4.2,POPPY'S PLAYHOUSE KITCHEN,2
2022-12-10 14:54:00,29.85,ROSE COTTAGE KEEPSAKE BOX ,3
2022-12-10 14:54:00,4.2,CHRISTMAS CRAFT TREE TOP ANGEL,2
2022-12-10 14:54:00,6.300000000000001,CHRISTMAS CRAFT LITTLE FRIENDS,3
2022-12-10 14:54:00,2.95,PAPER CHAIN KIT 50'S CHRISTMAS ,1
2022-12-10 14:54:00,14.85,MEMO BOARD COTTAGE DESIGN,3
2022-12-10 14:54:00,4.25,WOODEN OWLS LIGHT GARLAND ,1
2022-12-10 14:54:00,3.75,SET/10 IVORY POLKADOT PARTY CANDLES,3
2022-12-10 14:54:00,3.75,MOUSE TOY WITH PINK T-SHIRT,1
2022-12-10 14:54:00,2.95,PINK OWL SOFT TOY,1
2022-12-10 14:54:00,7.95,DOORMAT MERRY CHRISTMAS RED ,1
2022-12-10 14:54:00,13.5,BISCUIT TIN VINTAGE RED,2
2022-12-10 14:54:00,13.5,BISCUIT TIN VINTAGE GREEN,2
2022-12-10 14:54:00,15.9,ROUND CAKE TIN VINTAGE GREEN,2
2022-12-10 14:54:00,15.9,ROUND CAKE TIN VINTAGE RED,2
2022-12-10 14:54:00,1.9,REX CASH+CARRY JUMBO SHOPPER,2
2022-12-10 14:54:00,23.85,WHITE TISSUE REAM,3
2022-12-10 14:54:00,2.5,CHRISTMAS TOILET ROLL,2
2022-12-10 14:54:00,12.75,JAM MAKING SET WITH JARS,3
2022-12-10 14:54:00,5.8,JAM MAKING SET PRINTED,4
2022-12-10 14:54:00,14.85,GARLAND WITH STARS AND BELLS,3
2022-12-10 15:21:00,17.85,EDWARDIAN PARASOL BLACK,3
2022-12-10 15:21:00,17.85,EDWARDIAN PARASOL RED,3
2022-12-10 15:21:00,138.0,AFGHAN SLIPPER SOCK PAIR,40
2022-12-10 15:31:00,169.0,BLUE PARTY BAGS ,100
2022-12-10 15:31:00,12.75,BLUE SWEETHEART BRACELET,3
2022-12-10 15:31:00,12.75,BLACK SWEETHEART BRACELET,3
2022-12-10 15:31:00,12.75,PINK SWEETHEART BRACELET,3
2022-12-10 15:31:00,12.75,GREEN SWEETHEART BRACELET,3
2022-12-10 15:31:00,1.7,BIG DOUGHNUT FRIDGE MAGNETS,2
2022-12-10 15:31:00,3.8,SINGLE HEART ZINC T-LIGHT HOLDER,4
2022-12-10 15:31:00,2.95,HEART OF WICKER LARGE,1
2022-12-10 15:31:00,1.25,HAWAIIAN GRASS SKIRT ,1
2022-12-10 15:31:00,81.6,RED HANGING HEART T-LIGHT HOLDER,32
2022-12-10 15:31:00,162.24,COOK WITH WINE METAL SIGN ,96
2022-12-10 15:31:00,88.80000000000001,MAN FLU METAL SIGN,48
2022-12-10 15:31:00,243.36,HOT BATHS METAL SIGN,144
2022-12-10 15:31:00,177.60000000000002,PLEASE ONE PERSON METAL SIGN,96
2022-12-10 15:31:00,69.6,BEWARE OF THE CAT METAL SIGN ,48
2022-12-10 15:31:00,76.32000000000001,SMALL CHOCOLATES PINK BOWL,72
2022-12-10 15:31:00,76.32000000000001,SMALL MARSHMALLOWS PINK BOWL,72
2022-12-10 15:31:00,76.32000000000001,SMALL LICORICE DES PINK BOWL,72
2022-12-10 15:31:00,76.32000000000001,SMALL DOLLY MIX DESIGN ORANGE BOWL,72
2022-12-10 15:31:00,152.64,SET OF 3 BUTTERFLY COOKIE CUTTERS,144
2022-12-10 15:31:00,165.0,JUMBO  BAG BAROQUE BLACK WHITE,100
2022-12-10 15:31:00,165.0,JUMBO BAG RED RETROSPOT,100
2022-12-10 15:31:00,165.0,JUMBO BAG SCANDINAVIAN PAISLEY,100
2022-12-10 15:31:00,50.4,PACK OF 72 RETROSPOT CAKE CASES,120
2022-12-10 15:31:00,106.0,TEA TIME OVEN GLOVE,100
2022-12-10 15:31:00,202.8,HANGING FAIRY CAKE DECORATION,120
2022-12-10 15:31:00,69.6,PINK DOUGHNUT TRINKET POT ,48
2022-12-10 15:31:00,91.8,CERAMIC CAKE BOWL + HANGING CAKES,36
2022-12-10 15:31:00,67.5,DOORMAT FAIRY CAKE,10
2022-12-10 15:31:00,202.5,DOORMAT RED RETROSPOT,30
2022-12-10 15:31:00,81.6,SET/5 RED RETROSPOT LID GLASS BOWLS,32
2022-12-10 15:31:00,243.36,HANGING FAIRY CAKE DECORATION,144
2022-12-10 15:31:00,60.0,CERAMIC CAKE DESIGN SPOTTED PLATE,48
2022-12-10 15:31:00,136.0,CERAMIC CAKE STAND + HANGING CAKES,16
2022-12-10 15:31:00,80.0,MINI CAKE STAND WITH HANGING CAKES,64
2022-12-10 15:31:00,152.64,SWEETHEART CERAMIC TRINKET BOX,144
2022-12-10 15:31:00,152.64,STRAWBERRY CERAMIC TRINKET BOX,144
2022-12-10 15:31:00,60.0,CHRISTMAS PUDDING TRINKET POT ,48
2022-12-10 15:45:00,6.959999999999999,STRAWBRY SCENTED VOTIVE CANDLE,24
2022-12-10 15:45:00,6.959999999999999,JASMINE VOTIVE CANDLE,24
2022-12-10 15:45:00,17.0,ORGANISER WOOD ANTIQUE WHITE ,2
2022-12-10 15:45:00,76.5,CREAM SWEETHEART MINI CHEST,6
2022-12-10 15:45:00,12.5,CHILDRENS GARDEN GLOVES BLUE,10
2022-12-10 15:45:00,12.5,CHILDRENS GARDEN GLOVES PINK,10
2022-12-10 15:45:00,31.8,DOORMAT SPOTTY HOME SWEET HOME,4
2022-12-10 15:45:00,31.8,DOORMAT WELCOME TO OUR HOME,4
2022-12-10 15:45:00,47.7,DOORMAT UNION FLAG,6
2022-12-10 15:45:00,31.8,DOORMAT HEARTS,4
2022-12-10 15:45:00,51.0,CLASSIC METAL BIRDCAGE PLANT HOLDER,4
2022-12-10 15:45:00,34.0,WHITE WOOD GARDEN PLANT LADDER,4
2022-12-10 15:45:00,30.0,RED FLORAL FELTCRAFT SHOULDER BAG,8
2022-12-10 15:45:00,30.0,PINK FLORAL FELTCRAFT SHOULDER BAG,8
2022-12-10 15:45:00,15.0,PINK CREAM FELT CRAFT TRINKET BOX ,12
2022-12-10 15:45:00,35.1,3 STRIPEY MICE FELTCRAFT,18
2022-12-10 15:45:00,35.400000000000006,FELTCRAFT DOLL ROSIE,12
2022-12-10 15:45:00,17.700000000000003,FELTCRAFT DOLL MOLLY,6
2022-12-10 15:45:00,17.700000000000003,FELTCRAFT DOLL EMILY,6
2022-12-10 15:45:00,17.0,GOLD MINI TAPE MEASURE ,20
2022-12-10 15:45:00,33.0,TRAVEL SEWING KIT,20
2022-12-10 15:45:00,45.0,VICTORIAN SEWING KIT,36
2022-12-10 15:45:00,93.6,MINI PAINT SET VINTAGE ,144
2022-12-10 15:45:00,53.1,HEART OF WICKER LARGE,18
2022-12-10 15:45:00,12.6,FOUR HOOK  WHITE LOVEBIRDS,6
2022-12-10 15:45:00,15.3,WOODEN PICTURE FRAME WHITE FINISH,6
2022-12-10 15:45:00,17.700000000000003,WOODEN FRAME ANTIQUE WHITE ,6
2022-12-10 15:45:00,13.2,PACK OF 72 RETROSPOT CAKE CASES,24
2022-12-10 15:45:00,13.2,PACK OF 60 PINK PAISLEY CAKE CASES,24
2022-12-10 15:45:00,34.0,FRYING PAN UNION FLAG,8
2022-12-10 15:45:00,17.0,FRYING PAN RED RETROSPOT,4
2022-12-10 15:45:00,17.0,RED KITCHEN SCALES,2
2022-12-10 15:45:00,17.88,CLOTHES PEGS RETROSPOT PACK 24 ,12
2022-12-10 15:45:00,23.4,LUNCH BOX I LOVE LONDON,12
